Speedup				
				
	C++	Go	PyPy 3.11.11	Python
Time	1	1	1	1
power sum	1	1	1	1
				
				
				
	C++	Go	PyPy 3.11.11	Python
Time	1.950877788	2.013136804	1.697986947	2.001188255
power sum	1.548387097	1.543478261	1.24726477	1.545796518
				
				
				
	C++	Go	PyPy 3.11.11	Python
Time	3.848824582	4.015077052	1.751732838	3.909506176
power sum	1.937984496	2.207711443	1.046255507	2.052622408
